bug_ref,ticket_ref,cluster,symptom_family,rc_guess,status,tester_quote,notes
TAL-01552#1,TAL-01552,journal_app,slow-interaction,RC-7,resolved,ليش بيصير ارشيف بدل الحذف؟,auto-split: one bug per short thread
TAL-01553#1,TAL-01553,journal_app,slow-interaction,RC-7,resolved,when put (A) it's look exiting and it's not,auto-split: one bug per short thread
TAL-01554#1,TAL-01554,journal_app,slow-interaction,RC-7,resolved,The name is not clear,auto-split: one bug per short thread
TAL-01555#1,TAL-01555,journal_app,slow-interaction,RC-7,resolved,Session,auto-split: one bug per short thread
TAL-01556#1,TAL-01556,journal_app,slow-interaction,RC-7,open,الرقم هاد كبير حاول تصغره بما يناسب,auto-split: one bug per short thread
TAL-01557#1,TAL-01557,journal_app,slow-interaction,RC-7,open,لما احط ماركت بدون ما اضيف اي زوج واضغط التالي بس ارجع على الصفحة السابقة بيختفي الماركت اللي حددته,auto-split: one bug per short thread
TAL-01558#1,TAL-01558,journal_app,slow-interaction,RC-7,open,خلي المربع ما يظهر على اي ديسكريبشن خليه يظهر على الديسكريبشن اللي بيكون طويل جدا ومش ظاهر كله مثل الاستراتيجية الاولى,auto-split: one bug per short thread
TAL-00887#1,TAL-00887,multichart_layouts,selection-menu-desync,RC-1,resolved,Load saved layout. All objects restore. not work,auto-split: one bug per short thread
TAL-00914#1,TAL-00914,multichart_layouts,first-click-fails,RC-1,resolved,Data loading is slow the first time a new layout is selected and needs optimization,auto-split: one bug per short thread
TAL-00915#1,TAL-00915,multichart_layouts,slow-interaction,RC-2,resolved,The rendering performance is slow and needs optimization,auto-split: one bug per short thread
TAL-00917#1,TAL-00917,multichart_layouts,multichart-parity,RC-4,resolved,"Switching symbols in a sub-chart with “Symbol On” enabled causes the chart to revert to the original symbol, leading to candle mismatch and incorrect symbol synchronization across layouts",auto-split: one bug per short thread
TAL-00919#1,TAL-00919,multichart_layouts,multichart-parity,RC-4,resolved,not work,auto-split: one bug per short thread
TAL-00920#1,TAL-00920,multichart_layouts,multichart-parity,RC-4,resolved,The candle type change in the sub-chart is not functioning correctly,auto-split: one bug per short thread
TAL-00923#1,TAL-00923,multichart_layouts,multichart-parity,RC-4,resolved,"When candles are aligned on the same level, changing the timeframe causes the candles to shift position",auto-split: one bug per short thread
TAL-00925#1,TAL-00925,multichart_layouts,multichart-parity,RC-4,resolved,The chart disappears when opening the menus highlighted with arrows on the image,auto-split: one bug per short thread
TAL-00926#1,TAL-00926,multichart_layouts,drag-mis-anchor,RC-3,resolved,quick bar don't show when open more than 1 layouts,auto-split: one bug per short thread
TAL-00927#1,TAL-00927,multichart_layouts,multichart-parity,RC-4,resolved,لما اغير الفريمات في كل لايوت بيصير شبكات هيك,auto-split: one bug per short thread
TAL-00928#1,TAL-00928,multichart_layouts,multichart-parity,RC-4,resolved,"When I add an indicator and open 2 layouts, the indicator is duplicated on the same chart.",auto-split: one bug per short thread
TAL-00929#1,TAL-00929,multichart_layouts,drag-mis-anchor,RC-3,resolved,"In some cases, the candles do not align correctly. when double-clicking the date scale line to reset the chart view, the chart continues to move and behave as if it is still rendering data in the hidden/off-screen area, resulting in unexpec",auto-split: one bug per short thread
TAL-00930#1,TAL-00930,multichart_layouts,multichart-parity,RC-4,resolved,"Refreshing the page causes all charts to disappear, and the layout resets to a single chart",auto-split: one bug per short thread
TAL-00931#1,TAL-00931,multichart_layouts,multichart-parity,RC-4,resolved,Load saved layout. not work,auto-split: one bug per short thread
TAL-00932#1,TAL-00932,multichart_layouts,replay-interaction,RC-8,resolved,"When Replay Mode is activated on the same symbol and the same chart position, the candles are displayed in incorrect positions on the chart, causing alignment and rendering issues",auto-split: one bug per short thread
TAL-00934#1,TAL-00934,multichart_layouts,multichart-parity,RC-4,resolved,"When I draw on any panel other than the main one, it doesn't draw.",auto-split: one bug per short thread
TAL-00935#1,TAL-00935,multichart_layouts,multichart-parity,RC-4,resolved,The indicator menu don't disappear when I'm in the main panel and click on the second panel unless I click on the main panel again.,auto-split: one bug per short thread
TAL-00936#1,TAL-00936,multichart_layouts,multichart-parity,RC-4,resolved,"Resetting the chart view from the Date Scale line on a sub-chart causes chart synchronization and alignment issues, while performing the reset from the primary chart works correctly without any problems",auto-split: one bug per short thread
TAL-00937#1,TAL-00937,multichart_layouts,multichart-parity,RC-4,resolved,Moving the a sub-chart does not affect or synchronize with the main chart,auto-split: one bug per short thread
TAL-00939#1,TAL-00939,multichart_layouts,slow-interaction,RC-2,resolved,"When moving synchronized charts together, performance is sometimes smooth and responsive especially in zoomed-out view with no noticeable lag overall there is still intermittent lag during chart movement",auto-split: one bug per short thread
TAL-00940#1,TAL-00940,multichart_layouts,slow-interaction,RC-2,resolved,Switching the timeframe in a single layout triggers a full re-render of the remaining layouts resulting in redundant data loading and reduced performance,auto-split: one bug per short thread
TAL-00941#1,TAL-00941,multichart_layouts,multichart-parity,RC-4,resolved,"Compare symbols (candle/line mode) misbehave during zooming and panning, causing them to disappear misalign",auto-split: one bug per short thread
TAL-00942#1,TAL-00942,multichart_layouts,multichart-parity,RC-4,resolved,Candle data is misaligned and does not match the expected positions,auto-split: one bug per short thread
TAL-00945#1,TAL-00945,multichart_layouts,stuck-until-click,RC-2,resolved,"This error has appeared multiple times, and the platform keeps freezing or glitching",auto-split: one bug per short thread
TAL-00947#1,TAL-00947,multichart_layouts,multichart-parity,RC-4,resolved,"Clicking on a layout causes unintended changes to the grid lines and time axis, resulting in inconsistent chart display settings",auto-split: one bug per short thread
TAL-00948#1,TAL-00948,multichart_layouts,slow-interaction,RC-2,resolved,Switching the layout display mode from vertical to horizontal and changing the symbol causes the site to freeze,auto-split: one bug per short thread
TAL-00950#1,TAL-00950,multichart_layouts,multichart-parity,RC-4,resolved,There is an issue with taking screenshots in multi-layout mode,auto-split: one bug per short thread
TAL-00951#1,TAL-00951,multichart_layouts,multichart-parity,RC-4,resolved,"When copying the image link, it copies the full website URL instead of the direct image link",auto-split: one bug per short thread
TAL-00952#1,TAL-00952,multichart_layouts,multichart-parity,RC-4,resolved,The “Copy Image” function only captures the main chart instead of the selected or intended chart in multi-layout mode,auto-split: one bug per short thread
TAL-00957#1,TAL-00957,multichart_layouts,stuck-until-click,RC-2,resolved,"Dragging to rescale from the date rescale area on the main chart has a limited control range. If the mouse is released outside the active area and then returns to the chart, the rescale interaction remains stuck and continues to affect the ",auto-split: one bug per short thread
TAL-00958#1,TAL-00958,multichart_layouts,multichart-parity,RC-4,resolved,"Adding an indicator to one chart does not propagate it to other charts, and the indicator is not properly aligned with the chart data",auto-split: one bug per short thread
TAL-00959#1,TAL-00959,multichart_layouts,multichart-parity,RC-4,resolved,Selecting Clear all does not fully clear the chart. Two indicators remain visible while the indicators panel incorrectly indicates that all indicators have been deleted,auto-split: one bug per short thread
TAL-00961#1,TAL-00961,multichart_layouts,slow-interaction,RC-2,resolved,There is a glitch in the date and time scale,auto-split: one bug per short thread
TAL-00962#1,TAL-00962,multichart_layouts,multichart-parity,RC-4,resolved,"Crosshair/chart synchronization is inconsistent. Moving the mouse on another chart does not always align to the most recent candle, and the synchronization point changes between different candles each time",auto-split: one bug per short thread
TAL-00963#1,TAL-00963,multichart_layouts,multichart-parity,RC-4,resolved,Undo and Redo do not work on sub-charts. They only function correctly on the main chart,auto-split: one bug per short thread
TAL-00964#1,TAL-00964,multichart_layouts,drag-mis-anchor,RC-3,resolved,"When moving the favourite tools panel between charts, there is noticeable lag and difficulty in dragging the panel smoothly",auto-split: one bug per short thread
TAL-00965#1,TAL-00965,multichart_layouts,multichart-parity,RC-4,resolved,"Right-click and Escape key properly deactivate drawing tools on the main chart, but this functionality does not work on sub-charts, where the active tool stays selected",auto-split: one bug per short thread
TAL-00966#1,TAL-00966,multichart_layouts,multichart-parity,RC-4,resolved,"When selecting a drawing tool and moving between charts, the mouse cursor incorrectly changes to a vertical zoom/resize icon instead of the expected tool cursor",auto-split: one bug per short thread
TAL-00967#1,TAL-00967,multichart_layouts,drag-mis-anchor,RC-3,resolved,"If a drawing tool is locked from one chart and then moved from another chart, its position changes incorrectly",auto-split: one bug per short thread
